PROJECT_ID,PROJECT_NAME,PROJECT_DESCRIPTION,ESTIMATED_COST,UPDATE_ACTIVITY,ENVIRONMENTAL_ASSESSMENT_STAGE,CONSTRUCTION_TYPE,CONSTRUCTION_SUBTYPE,PROJECT_TYPE,REGION,MUNICIPALITY,DEVELOPER,ARCHITECT,PROJECT_STATUS,PROJECT_STAGE,PROJECT_CATEGORY_NAME,PUBLIC_FUNDING_IND,PROVINCIAL_FUNDING,FEDERAL_FUNDING,MUNICIPAL_FUNDING,OTHER_PUBLIC_FUNDING,GREEN_BUILDING_IND,GREEN_BUILDING_DESC,CLEAN_ENERGY_IND,INDIGENOUS_IND,INDIGENOUS_NAMES,INDIGENOUS_AGREEMENT,CONSTRUCTION_JOBS,OPERATING_JOBS,STANDARDIZED_START_DATE,STANDARDIZED_COMPLETION_DATE,LATITUDE,LONGITUDE,LATITUDE_DMS,LONGITUDE_DMS,TELEPHONE,PROJECT_WEBSITE,FIRST_ENTRY_DATE,LAST_UPDATE
4632,Moonlight Sonata Lowrise Condos,Proposed 84-unit lowrise condominium development located at 5648 Imperial St.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Symphony Homes Ltd.,Integra Architecture,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q2,49.221716,-122.981999,49° 13' 18.1776'' N,122° 58' 55.1964'' W,,,2023-06-01,2025-03-01
4616,John Hart Dam Seismic Upgrade Project,"This project will address dam safety risks at the John Hart dam and will significantly improve the overall seismic withstand of the dam structure, the reliability of the spillway gates system, and address inflow imbalance issues between the Ladore dam and John Hart dam.",912,,,Infrastructure,Utilities,Utilities,1. Vancouver Island/Coast,Campbell River,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q2,2029-Q3,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-06-01,2025-03-01
4604,UBC Power House Sauder School of Business Expansion,"11-storey expansion to the Sauder School of Business  will add 141,420 sq ft of space. The new building will include offices, classrooms, a 150-seat auditorium and an event space. The project will be funded by the UBC Academic Capital Fund ($35 million), faculty reserves ($50 million), and private donations ($35 million).",150,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,Patkau Architects/ Acton Ostry Architects,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2028-Q1,,,,,(604) 731-3103,,2023-06-01,2025-03-01
4605,UBC Beaty Biodiversity Centre Expansion,"Project to expand research centre and museum with a 47,980 sq ft addition to the existing facility.",45,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q2,,,,,(604) 731-3103,,2023-06-01,2025-03-01
4606,UBC Jack Bell Building Renewal,Building renewal will include a seismic upgrade and replacement of mechanical systems. Upgrades to the building envelope and interior layout will meet modern standards for function and efficiency.,27,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2026-Q4,,,,,(604) 731-3103,,2023-06-01,2025-03-01
4607,UBC Okanagan Downtown Campus,Development of a downtown campus will include two residential towers and an office tower along with institutional space for the campus.,59,,,Institutional,Education,Educational Services,3. Thompson-Okanagan,Kelowna,University of British Columbia,,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q1,2028-Q2,,,,,(604) 731-3103,,2023-06-01,2025-03-01
4608,UBC Okanagan's x??l sic snpax?nwix?tn Collaborative Teaching and Research Centre,"A 4-storey development of a 141,925 sq ft interdisciplinary collaborative centre. The project will include a 200-seat lecture hall, classrooms and labs, offices and a gathering space.",119,,,Institutional,Education,Educational Services,3. Thompson-Okanagan,Kelowna,University of British Columbia,,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEED gold,FALSE,FALSE,,,,,2023-Q3,2026-Q4,,,,,(604) 731-3103,,2023-06-01,2025-03-01
4627,École La Vallée,"New K to grade 12 school will serve 20 K, 125 elementary and 75 secondary students.",66,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,School District 93 (Conseil Scolaire Francophone),,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2027-Q3,,,,,(604) 214-2600,,2023-06-01,2025-03-01
4610,Guildford Park Secondary School Expansion,Expansion to the Guildford Park Secondary school will ad space for 450 students in 18 new classrooms. The project will receive 459.5 million from the Province and $5.36 million from the School District.,65,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q4,2028-Q2,,,,,(604) 596-7733,,2023-06-01,2025-03-01
4603,Baldy Ridge Utilities Corridor,Project to construct a corridor to supply gas and water to the Elkview Administration and Maintenance Complex. An application has been submitted to amend the Baldy Ridge project to add over 32 hectares for the corridor.,,,,Industrial,Mining,Mining,4. Kootenay,Sparwood,Teck Coal Ltd.,,Proposed,Consultation/Approvals,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q4,,,,,,,2023-06-01,2025-03-01
4618,Norgate - Offload NOR loads to NVR feeders (LM-NSH-074),This project is required to construct a ductbank corridor to route North Vancouver substation feeders to supply new customer loads and offload the Norgate substation.,48,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,North Vancouver,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q2,2028-Q3,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-06-01,2025-03-01
4620,Mica Townsite Studio Dorms Project,This project is required to provide accommodation for the workforce at the Mica generating station which is in a remote location.,34,Project completed-removing next issue,,Infrastructure,Utilities,Utilities,3. Thompson-Okanagan,Revelstoke,BC Hydro,,Completed,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q2,2025-Q1,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-06-01,2025-03-01
4621,Williams Lake Interiors Project,"This project is required to upgrade the interiors of the Williams Lake District office as the interior assets show signs of deterioration due to age and to address safety, ergonomic and maintenance issues.",19,Project completed-removing next issue,,Infrastructure,Utilities,Utilities,5. Cariboo,Williams Lake,BC Hydro,,Completed,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q2,2025-Q1,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-06-01,2025-03-01
4622,Various Sites - Mobile Diesel Generator Supply and Install (M193-M196) Project,"This project is required to install mobile diesel generators at Sandspit, Ah Sin Heek and Bella Bella substations as they are at end of life and cannot be overhauled.",17,,,Infrastructure,Utilities,Utilities,6. North Coast,Various Locations,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2022-Q4,2026-Q2,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-06-01,2025-03-01
4623,Control PLC984 and RTU Replacement at Williston Substation (WSN) Project,This project is required to replace end-of-life control systems and remote terminal units at the Williston substation.,17,,,Infrastructure,Utilities,Utilities,5. Cariboo,Prince George,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q2,2025-Q4,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-06-01,2025-03-01
4609,Simon Fraser University - Medical School,Proposed medical school located at the Surrey Campus.,521,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,Simon Fraser University,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 291-3394,,2023-06-01,2025-03-01
4584,North East Latimer Elementary,New school that will accommodate 80K and 475 elementary students. Project will include a Neighbourhood Learning Centre.,52,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Langley,School District 35,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2024-Q2,2025-Q3,,,,,(604) 534-7891,,2023-03-01,2025-03-01
4591,Aavand Midrise Condominium,Development of 79 midrise condominium units in a 6-storey building located at 623 Kemsley Ave.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Canada West Group,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q3,49.266581,-122.886100,49° 15' 59.6916'' N,122° 53' 9.96'' W,(778) 558-5928,,2023-03-01,2025-03-01
4575,Peace to Kelly Lake Stations Sustainment Project,This project is required to maintain the reliability of BC Hydro’s bulk transmission system by replacing station assets within the Peace to Kelly Lake transmission system that are at end of life.,344,,,Infrastructure,Utilities,Utilities,3. Thompson-Okanagan,Clinton,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q1,2028-Q4,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-03-01,2025-03-01
4569,Royal BC Museum Collections and Research Facility,"A 163,611 sq ft collections and research building will house the Royal BC Museums archives and will be located on an 8 acre site at the Royal Bay development. The design-build contract has been awarded to Maple Reinders Construction Ltd.",270,,,Commercial,Recreation,"Arts, Entertainment & Recreation",1. Vancouver Island/Coast,Colwood,Royal British Columbia Museum,,Construction started,,Other Services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"CleanBC, LEED gold",FALSE,FALSE,,,,,2023-Q3,2025-Q4,,,,,,www.collectionsandresearchbuilding.ca,2023-03-01,2025-03-01
4576,Ecole Kwantlen Park Secondary Expansion,"Proposed 20 classroom expansion to increase the capacity of Kwantlen Park Secondary to accommodate 1,700 students, and include a Neighbourhood Learning Centre. Funding for the project will be provided by the provincial government ($40.9 million) and the school district ($4 million).",45,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,Tender/Preconstruction,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2027-Q2,,,,,(604) 596-7733,,2023-03-01,2025-03-01
4577,Snine (Pineview Valley) Elementary School,New 485-seat kindergarten to grade 7 elementary will include a Neighbourhood Learning Centre.,65,,,Institutional,Education,Educational Services,3. Thompson-Okanagan,Kamloops,School District 73,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2024-Q2,2026-Q2,,,,,(250) 851-4420,,2023-03-01,2025-03-01
4578,St. Vincent's Heather Long-Term Care Home,Proposed project to develop a 240-bed long-term care home in a 13-storey facility on the site of the former St. Vincent’s Hospital.,207,,,Institutional,Health,Health Care and Social Assistance,2. Mainland/Southwest,Vancouver,Providence Health Care,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q4,2028-Q4,,,,,(604) 682-2344,,2023-03-01,2025-03-01
4579,Seniors Housing,Development of 155-units of seniors housing in a 6-storey building located at 4277 Norland Ave. The provincial government is providing $17 million for the project.,20,Project completed-removing next issue,,Residential,Primarily residential - Single use,Seniors Housing,2. Mainland/Southwest,Burnaby,Dania Society,,Completed,,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q2,2025-Q1,,,,,,,2023-03-01,2025-03-01
4581,Westshore Long-Term Care Facility,Proposed development of a 306-bed long term care home that will include a hospice and child care facility and be located on 5 acres near Metchosin Rd and Latoria Blvd. Funding for the project will be provided by the Province ($157 million) and the Capital Regional Hospital District ($67 million).,224,,,Institutional,Health,Health Care and Social Assistance,1. Vancouver Island/Coast,Colwood,Island Health Authority/ Capital Regional Hospital District,,Proposed,Tender/Preconstruction,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2027-Q4,,,,,,,2023-03-01,2025-03-01
4583,Langley Secondary School Expansion,Proposed school expansion to add 300 seats for secondary students.,29,Project started construction,,Institutional,Education,Educational Services,2. Mainland/Southwest,Langley,School District 35,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q1,2026-Q3,,,,,(604) 534-7891,,2023-03-01,2025-03-01
4585,Tamanawis Secondary School Expansion,"Proposed 23-classroom addition to increase school capacity from 1.125 to 1,700 students.",57,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q1,49.122715,-122.872426,49° 7' 21.774'' N,122° 52' 20.7336'' W,(604) 596-7733,,2023-03-01,2025-03-01
4587,Cloverley Elementary School,New school to accommodate 585 students and include a Neighbourhood Learning Centre. Funding for the school will be provided by the provincial government ($61 million) and the School District ($3 million).,64,,,Institutional,Education,Educational Services,2. Mainland/Southwest,North Vancouver,School District 44,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2024-Q4,2026-Q2,,,,,(604) 903-3444,,2023-03-01,2025-03-01
4582,Sardis Secondary School Expansion,School addition to accommodate an additional 400 secondary students and a new gymnasium.,40,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Chilliwack,School District 33,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2026-Q3,,,,,(604) 792-1321,,2023-03-01,2025-03-01
4589,Parksville 96 Highrise Condominium,Proposed 377-unit development in a 34-storey Highrise located on 140 St.,42,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Darshan Builders,DF Architecture Inc.,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,2028-Q4,49.177209,-122.834824,49° 10' 37.9524'' N,122° 50' 5.3664'' W,(604) 786-0006,,2023-03-01,2025-03-01
4573,Kootenay Canal Modernize Controls Project,"This project is to address reliability, maintainability, and safety of the Kootenay Canal facility by replacing the aged control equipment, exciters, and select governor mechanical components for the four Kootenay Canal generating units.",61,,,Infrastructure,Utilities,Utilities,4. Kootenay,Castlegar,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q1,2029-Q2,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2023-03-01,2025-03-01
4592,Bourna on 15A Condominium,Proposed 115-unit condominium located at 14458 105A Ave.,22,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Canada West Group,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,2027-Q4,49.193798,-122.821532,49° 11' 37.6728'' N,122° 49' 17.5152'' W,(778) 558-5928,,2023-03-01,2025-03-01
4593,Munroe Condos,Proposed 115-unit development in a 6-storey condominium located at 2615 Sooke Rd.,20,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Sooke,Landvision Group,,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,2026-Q1,48.433156,-123.517161,48° 25' 59.3616'' N,123° 31' 1.7796'' W,(604) 771-0299,,2023-03-01,2025-03-01
4594,Harlin Condominiums,Development of a 334-unit condominium in a 30-storey located at 8633 River District Crossing.,60,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Wesgroup Properties,Boniface Oleksiuk Politano Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2028-Q2,49.204234,-123.031729,49° 12' 15.2424'' N,123° 1' 54.2244'' W,(604) 632-1727,,2023-03-01,2025-03-01
4595,Gardena Highrise Condominium,Development of a 526-unit condominium in a 42-storey highrise located at 635 Gardena Drive.,80,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Intracorp Developments,IBI Group,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q2,2027-Q2,49.264420,-122.889378,49° 15' 51.912'' N,122° 53' 21.7608'' W,(604) 801-7000,,2023-03-01,2025-03-01
4596,Port Coquitlam Transit Centre,Expansion and rehabilitation to bring the facility to a state of good repair and to increase capacity to operate and maintain a larger fleet of busses. The project receives funding from the federal government ($13 million) through the Public Transit Infrastructure Stream of the Investing in Canada Infrastructure Program. This program is a part of the government’s Investing in Canada Plan. TransLink is contributing $18 million to this project.,31,,,Infrastructure,Roads & Highways,Transportation,2. Mainland/Southwest,Port Coquitlam,BC Ministry of Transportation and Transit,,Proposed,,Transportation & Warehousing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q4,49.259573,-122.772599,49° 15' 34.4628'' N,122° 46' 21.3564'' W,,,2023-03-01,2025-03-01
4597,Battery Electric Bus Facility Upgrades,"Design, acquisition and installation of 82 Battery Electric Bus (BEB) in-depot charging points and related infrastructure. Project will span 3 regions included under ID #4597, 4598, and 4599.",60,,,Infrastructure,Roads & Highways,Transportation,1. Vancouver Island/Coast,Victoria,BC Ministry of Transportation and Transit,,Proposed,Tender/Preconstruction,Transportation & Warehousing,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q4,,,,,,,2023-03-01,2025-03-01
4598,Battery Electric Bus Facility Upgrades,"Design, acquisition and installation of 82 Battery Electric Bus (BEB) in-depot charging points and related infrastructure. Project will span 3 regions included under ID #4597, 4598, and 4599 (see ID #4597 for project cost).",,,,Infrastructure,Roads & Highways,Transportation,2. Mainland/Southwest,"Whistler, Chilliwack",BC Ministry of Transportation and Transit,,Proposed,Tender/Preconstruction,Transportation & Warehousing,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q4,,,,,,,2023-03-01,2025-03-01
