ID,Name,Sector,From Municipality,To Municipality,Location,Geometry,Cost,Stage,Schedule,Website,Related Links,Developer,Recently Added,Construction Contractor,Image Filename,Image Source,Details
2291,CrossIron Mills Redevelopment,Commercial / Retail,Rocky View County,,"(51.2209014892578, -113.988998413086)",,$60000000.00,Announced,2015 - 2017,,"[{""url"":""http://www.calgaryherald.com/business/CrossIron+Mills+undertaking+million+redevelopment/10114692/story.html"",""text"":""Aug 12, 2014 - Calgary Herald""}]",Ivanhoe Cambridge,false,,,,Includes the relocation and expansion of the existing food court.
2292,North Service Centre Renovation / Expansion,Commercial / Retail,Edmonton,,"(53.5769996643066, -113.504997253418)",,$60000000.00,Announced,,,,EPCOR,false,,,,Renovation / expansion of EPCOR north service centre and adjacent GK Foster Building with warehouse.
2293,Seton Urban Regional Shopping District,Commercial / Retail,Calgary,,"(50.8800010681152, -113.959999084473)",,$100000000.00,Announced,2015 - 2017,www.setonurbandistrict.com,,Brookfield Residential,false,,,,Includes Phases 2-4 (ten structures in three areas: Regional Retail district; Design district; and Market Street). Groundbreaking in May 2015.
2294,Seton Courtyard and Residence Inn by Marriott,Tourism / Recreation,Calgary,,"(50.882568359375, -113.951309204102)",,$38000000.00,Under Construction,2013 - 2015,www.setonurbandistrict.com,,MasterBuilt Hotels Ltd.,false,Chandos Construction,,,
2299,New Catholic Church,Institutional,Chestermere,,"(51.0395011901855, -113.827598571777)",,$5000000.00,Announced,,,,Parish of St. Gabriel the Archangel,false,,,,For the Parish of St. Gabriel the Archangel. The estimated cost range is $5M-$10M and fundraising is underway.
2300,Dual Bitumen and Diluent Pipeline,Pipelines,Bonnyville M.D. No. 87,,"(54.1749992370605, -111.037002563477)",,$20000000.00,Announced,2014 - 2015,,"[{""url"":""http://calgaryherald.com/business/pengrowth-strikes-pipeline-deal-with-husky?__lsa=d45a-a463"",""text"":""Aug 7, 2014 - Calgary Herald""}]",Pengrowth Energy Corp.,false,,,,A 15 km dual bitumen and diluent pipeline from Pengrowth Energy's Lindbergh site to Husky Energy pipeline.
2303,Lewis Farms and Summerside Schools,Institutional,Edmonton,,,"{ ""type"": ""MultiPoint"", ""coordinates"": [ [-113.463230, 53.421622], [-113.678258, 53.528575] ] }",$36400000.00,Announced,2015 - 2016,,,Alberta Infrastructure,false,Marshall - Lee Construction,,,Summerside is an Edmonton Catholic Separate School District school and will provide space for up to 750 students. Lewis Farms is a Junior High School within the Edmonton Public School District and will provide space for up to 900 students.
2307,Sangudo Municipal Administration Building,Infrastructure,Lac Ste. Anne County,,"(53.8886985778809, -114.899002075195)",,$9000000.00,Announced,,,,Lac Ste. Anne County,false,,,,"County administration building with offices, meeting rooms, an interactive conference cente, file rooms, vaults, storage and a council chamber to accommodate up to 75 people."
2309,Spring Gardens Bus Maintenance Facility Contract 2,Infrastructure,Calgary,,"(51.0800018310547, -114.050003051758)",,$12300000.00,Under Construction,2014 - 2015,,,City of Calgary,false,Graham Construction,,,Spring Gardens bus storage and maintenance facility contract 2 (transit technology building).
2312,The Groves of Varsity (Building 4),Residential,Calgary,,"(51.1059989929199, -114.174003601074)",,$21800000.00,Announced,,http://www.grovesofvarsity.com/,"[{""url"":""http://www.calgarysun.com/2013/07/12/groves-of-varsity-offer-premium-location"",""text"":""Jul 13, 2013 - Calgary Sun""}]",Statesman Group of Companies,false,,,,
2313,Marquee on 16th Apartment Building,Residential,Calgary,,"(51.0655746459961, -114.060119628906)",,$18000000.00,Announced,,http://marqueegroupofcompanies.com/portfolio_item/marquee-on-16th/,,Marquee Group of Companies,false,,,,
2315,Harvest Operations Corp. Office Alterations,Commercial / Retail,Calgary,,"(51.0460014343262, -114.067001342773)",,$8100000.00,Announced,,,,Harvest Operations Corp.,false,Prime Projects,,,
2318,CLAC Regional Office,Commercial / Retail,Calgary,,"(51.1100959777832, -113.978332519531)",,$5500000.00,Announced,,,,Christian Labour Association of Canada,false,Ledcor,,,
2319,3 Star Master Plan Office Alterations,Commercial / Retail,Calgary,,"(50.9628067016602, -114.003471374512)",,$16000000.00,Announced,,,,3 Star Master Plan,false,,,,
2320,Tela Condos,Residential,Calgary,,"(51.0330009460449, -114.069999694824)",,$10900000.00,Under Construction,2014 - 2015,http://www.telacondos.ca/,,cdh Developments,false,,,,Contains 51 one and two-bedroom suites.
2321,Arrive at Skyview Ranch Arbours,Residential,Calgary,,"(51.1500015258789, -113.959999084473)",,$9200000.00,Announced,,,,Walton Development,false,,https://farm8.staticflickr.com/7645/16660305128_83875339e0_b.jpg,"ARRIVE at Skyview Ranch Arbours, courtesy of Partners Development Group.","A townhouse development.  Includes buildings B, C, D, E, F, G and H."
2324,Yorkton Twin Towers,Residential,Edmonton,,"(53.5483627319336, -113.489097595215)",,$200000000.00,Announced,,,"[{""url"":""http://www.canada.com/story.html?id=af201413-758a-4fec-8874-a343096b5020"",""text"":""Aug 26, 2014 - Canada.com""}]",Yorkton Group International,false,,https://farm8.staticflickr.com/7281/16713460587_facd140be0_b.jpg,"Yorkton Twin Towers, courtesy of Yorkton Group.",Twin 38 and 28-storey condominiums atop a two-storey commercial podium.
2326,Marriott Townplace Inn,Tourism / Recreation,Edmonton,,"(53.4403228759766, -113.486709594727)",,$9500000.00,Under Construction,2014 - 2015,,,Marriott Hotels,false,,,,
2332,Elan Condominiums,Residential,Edmonton,,"(53.4024505615234, -113.51611328125)",,$10200000.00,Under Construction,2014 - 2015,http://carrington.ca/condos/communities/elan/,"[{""url"":""http://www.edmontonjournal.com/Condo+Close+Amenities+serene+nature+close+home+Elan/10311304/story.html"",""text"":""Oct 21, 2014 - Edmonton Journal""}]",Carrington Allard Ltd.,false,,,,"A four-storey, 82 unit condominium."
2334,The Leger,Residential,Edmonton,,"(53.4556846618652, -113.574783325195)",,$10700000.00,Under Construction,2014 - 2015,http://www.brass3.com/,,Brass III Developments,false,,,,"A four-storey, 60 unit condominium."
2336,ULINE Interior Alterations,Commercial / Retail,Edmonton,,"(53.5642242431641, -113.64404296875)",,$14800000.00,Under Construction,2014 - 2015,,,ULINE Shipping Supplies,false,Dawson Wallace Construction,,,
2343,"SH680, SH727 Base and Pave",Infrastructure,Saddle Hills County,Saddle Hills County,,"{""type"":""LineString"",""coordinates"":[[-119.199996948242,55.9269981384277,0.0],[-119,55.7799987792969,0.0]]}",$10400000.00,Announced,,,,Alberta Transportation,false,,,,
2344,Highway 63 Pave 15397,Infrastructure,Athabasca County,Lac La Biche County,,"{ ""type"": ""LineString"", ""coordinates"": [ [ -112.148776, 55.654335 ], [ -112.148333, 55.64835 ], [ -112.148267, 55.6472 ], [ -112.148317, 55.646633 ], [ -112.148467, 55.646067 ], [ -112.148717, 55.6455 ], [ -112.149033, 55.644967 ], [ -112.14945, 55.644433 ], [ -112.14995, 55.643933 ], [ -112.150517, 55.643467 ], [ -112.15081, 55.643263 ], [ -112.151167, 55.643017 ], [ -112.154483, 55.64095 ], [ -112.155183, 55.640583 ], [ -112.15595, 55.640267 ], [ -112.157567, 55.63975 ], [ -112.158467, 55.639533 ], [ -112.167733, 55.637467 ], [ -112.170533, 55.6368 ], [ -112.17985, 55.634717 ], [ -112.181667, 55.63425 ], [ -112.183317, 55.6336 ], [ -112.183911, 55.633321 ], [ -112.1841, 55.633233 ], [ -112.184817, 55.632833 ], [ -112.185483, 55.6324 ], [ -112.1861, 55.63195 ], [ -112.18665, 55.631467 ], [ -112.205726, 55.613581 ], [ -112.206933, 55.61245 ], [ -112.21585, 55.604183 ], [ -112.224683, 55.5959 ], [ -112.225233, 55.595417 ], [ -112.226417, 55.5945 ], [ -112.227717, 55.593633 ], [ -112.2284, 55.593233 ], [ -112.22985, 55.592467 ], [ -112.230617, 55.592117 ], [ -112.234888, 55.59022 ], [ -112.249417, 55.583767 ], [ -112.25095, 55.583033 ], [ -112.256183, 55.580735 ], [ -112.263817, 55.577383 ], [ -112.27865, 55.570733 ], [ -112.28265, 55.56905 ], [ -112.285533, 55.567769 ], [ -112.301994, 55.560457 ], [ -112.315067, 55.55465 ], [ -112.315833, 55.554283 ], [ -112.31725, 55.553483 ], [ -112.3185, 55.5526 ], [ -112.31905, 55.552133 ], [ -112.31955, 55.55165 ], [ -112.32045, 55.55065 ], [ -112.32946, 55.539596 ], [ -112.333967, 55.534067 ], [ -112.344083, 55.52175 ], [ -112.348599, 55.516216 ], [ -112.350404, 55.514004 ], [ -112.383783, 55.473083 ], [ -112.3914, 55.4638 ], [ -112.40145, 55.4514 ], [ -112.406517, 55.445233 ], [ -112.42335, 55.424517 ], [ -112.427569, 55.419285 ], [ -112.432517, 55.41315 ], [ -112.438833, 55.405433 ], [ -112.448033, 55.394067 ], [ -112.452717, 55.3884 ], [ -112.4534, 55.387559 ], [ -112.471983, 55.364683 ], [ -112.472767, 55.36365 ], [ -112.473083, 55.3631 ], [ -112.473567, 55.362017 ], [ -112.473717, 55.36145 ], [ -112.473867, 55.360333 ], [ -112.47385, 55.359767 ], [ -112.472827, 55.352329 ], [ -112.472072, 55.346839 ], [ -112.47178, 55.344713 ], [ -112.470996, 55.339005 ], [ -112.470817, 55.3377 ], [ -112.47075, 55.336567 ], [ -112.470917, 55.335433 ], [ -112.4712, 55.334317 ], [ -112.47145, 55.33375 ], [ -112.476089, 55.326201 ], [ -112.480033, 55.319783 ], [ -112.490043, 55.303269 ], [ -112.495317, 55.294567 ], [ -112.495917, 55.2935 ], [ -112.496117, 55.29295 ], [ -112.4963, 55.291817 ], [ -112.496283, 55.29125 ], [ -112.496033, 55.290117 ], [ -112.4955, 55.289017 ], [ -112.493843, 55.286435 ], [ -112.487617, 55.276733 ], [ -112.477011, 55.260062 ], [ -112.475216, 55.25724 ], [ -112.469933, 55.248933 ], [ -112.469283, 55.24785 ], [ -112.468783, 55.24675 ], [ -112.468267, 55.245067 ], [ -112.468133, 55.243917 ], [ -112.4681, 55.242767 ], [ -112.468125, 55.23243 ], [ -112.468135, 55.228245 ], [ -112.46815, 55.222317 ], [ -112.468133, 55.216683 ], [ -112.468083, 55.21555 ], [ -112.467783, 55.213867 ], [ -112.465667, 55.206517 ], [ -112.465517, 55.205383 ], [ -112.46555, 55.204817 ], [ -112.465633, 55.20425 ], [ -112.4658, 55.203683 ], [ -112.4663, 55.202583 ], [ -112.467348, 55.200897 ], [ -112.469032, 55.198193 ] ] }",$19200000.00,Under Construction,2014 - 2015,,,Alberta Transportation,false,Ledcor Group of Companies,,,Highway 63 Pave from north of Wandering River to south of House River
2345,Seton Real Canadian Superstore,Commercial / Retail,Calgary,,"(50.8779983520508, -113.949996948242)",,$14000000.00,Announced,,http://www.setonurbandistrict.com/setonurbandistrict/index.php/about/retail/gateway-retail/,,Loblaw Properties Ltd.,false,Traugott Building Contractors,,,"A 100,000 sq ft store, located on 12.5 acres of land.  Anticipated to open late 2015."
2348,Calder Library,Institutional,Edmonton,,"(53.5903434753418, -113.541030883789)",,$5500000.00,Announced,,http://www.epl.ca/about-epl/building-projects,,City of Edmonton,false,,,,"Calder Library will relocate to a new 10,000 sq ft stand-alone facility that will include a larger community room, a quiet study room, a central reading area with fireplace, and a freshwater aquarium, among other features."
2349,Airdrie Firehall,Infrastructure,Airdrie,,"(51.2955017089844, -113.985496520996)",,$5800000.00,Announced,,,,City of Airdrie,false,,,,Proposed to be operational in 2018.
2350,Orchard Sky Apartment Complex,Residential,Calgary,,"(51.1688423156738, -113.958480834961)",,$85200000.00,Announced,,http://liveatorchardsky.com/,,Truman Homes,false,,https://c1.staticflickr.com/9/8575/16665078735_8d01b84101_c.jpg,"Orchard Sky Apartment Building, courtesy of Truman Homes.",A four-storey Condominium.
2352,Mountain View Business Campus Bldgs 4 and 5,Commercial / Retail,Calgary,,"(51.0184097290039, -114.052047729492)",,$23200000.00,Announced,,,,Cominar REIT,false,,,,
2356,Two Pipelines Edson - Fox Creek,Pipelines,Edson,Fox Creek,,"{ ""type"": ""LineString"", ""coordinates"": [ [ -116.809679, 54.391202 ], [ -116.427176, 53.576354 ] ] }",$100000000.00,Announced,,,"[{""url"":""http://www.pembina.com/media-centre/news-releases/news-details/?nid=135240"",""text"":""Pembina""}]",Pembina Pipeline Corp.,false,,,,"One new natural gas liquids pipeline with a 50 mbpd capacity, and a 13 mbpd pipeline that will be transitioned into dedicated condensate use, both of which are expected to be put into service in early 2016.  Also includes a truck terminal, which will be in service in late 2016."
2359,100 Dyrgas Lane Affordable Rental Housing Project,Residential,Canmore,,"(51.1032600402832, -115.346702575684)",,$9600000.00,Announced,2015 - 2016,http://www.canmorehousing.ca/100-dyrgas-lane-affordable-housing-project,"[{""url"":""http://www.thecragandcanyon.ca/2014/09/03/info-sessions-set-for-dyrgas-lane-development"",""text"":""Sep 3, 2014 - Bow Valley Crag and Canyon""},{""url"":""http://www.rmoutlook.com/article/20150305/RMO0801/303059983"",""text"":""Mar 5, 2015 - Rocky Mountain Outlook""}]",Canmore Community Housing Corp.,false,Keller Denali Construction,,,A 32-unit rental project in Three Sisters Mountain Village. Includes phases 1 and 2.
2362,Together Centre Community Hub Building,Other Sectors,Edmonton,,"(53.5618209838867, -113.521530151367)",,$7700000.00,Under Construction,2014 - 2015,,,Terra Centre for Teen Parents,false,Clark Builders,,,"Together Centre community hub building for Terra Centre for Teen Parents, Price Rupert Community League and Alberta Thai Association"
2363,Londonderry Mall Redevelopment,Commercial / Retail,Edmonton,,"(53.603572845459, -113.443168640137)",,$130000000.00,Under Construction,2014 - 2016,,"[{""url"":""http://www.edmontonsun.com/2014/09/18/130-million-makeover-for-londonderry-mall-in-northeast-edmonton"",""text"":""Sep 18, 2014 - Edmonton Sun""}]",20 VIC Management,false,EllisDon Corporation,,,"Includes updating the mall entrances, flooring, storefronts, escalators, elevators, washrooms, ceilings, seating area, and relocating the mall""s food court."
2364,Brintnell Place Apartments,Residential,Edmonton,,"(53.6248512268066, -113.408271789551)",,$9800000.00,Under Construction,2014 - 2015,http://www.woodsmere.ca/building/brintnell-place-apartments/,,Woodsmere Holdings Corp.,false,,https://farm8.staticflickr.com/7636/16256210813_bb301052f1_b.jpg,"Brintnell Place Apartments, courtesy of Woodsmere Holdings Corp.","142-unit apartment, opening April 1, 2015."
2365,107 St Annex Mixed Use Building,Commercial / Retail and Residential,Edmonton,,"(53.5448951721191, -113.504516601563)",,$7000000.00,Under Construction,2014 - 2015,,,Dub Architects,false,,,,
2366,Touchmark at Wedgewood Phase 3,Institutional,Edmonton,,"(53.4858512878418, -113.645126342773)",,$9200000.00,Under Construction,2014 - 2015,http://celebrationhomes.ca/communities/touchmark-at-wedgewood/,,Celebration Homes,false,Chandos Construction,,,An apartment house addition to the retirement community Touchmark.
2367,The Windsor,Commercial / Retail,Calgary,,"(51.0086097717285, -114.079879760742)",,$33000000.00,Under Construction,2015 - 2016,www.thewindsorblock.ca,,Arlington Street Investments,false,,,,"A five storey, 108,152 sq ft mixed-use commercial development."
2368,Canoe at Aubrun Bay,Residential,Calgary,,"(50.8899993896484, -113.940002441406)",,$30700000.00,Announced,,http://www.aviurban.com/canoe/,"[{""url"":""http://www.calgarysun.com/2015/02/13/avi-urban-launches-last-phase-of-canoe-at-auburn-bay"",""text"":""Feb 14, 2015 - Calgary Sun""}]",AVI Urban,false,,,,Four Storey condominium.
2369,Bridgeland Hill,Residential,Calgary,,"(51.0499992370605, -114.050003051758)",,$22800000.00,Announced,,http://bridgelandhill.gablecrafthomes.ca/,,GableCraft Homes,false,,,,"Four storey, 68 unit condominium."
2374,Viridian Apartment Condos,Residential,Calgary,,"(51.1759986877441, -114.143997192383)",,$8300000.00,Announced,,http://viridiancondos.ca/,,Trico Homes,false,,https://farm9.staticflickr.com/8654/16697177091_518b6c2982_b.jpg,"Viridian Condo Building 3, courtesy of Trico Homes.",
2376,Bearspaw Water Treatment Plant Infra. Improvements,Infrastructure,Calgary,,"(51.1031837463379, -114.233665466309)",,$18000000.00,Under Construction,2014 - 2016,,,City of Calgary,false,PCL Construction Management,,,
2378,Northern Lights Health Centre Rooftop Heliport,Institutional,Regional Municipality of Wood Buffalo,,"(56.7159996032715, -111.361000061035)",,$5000000.00,Under Construction,2014 - 2015,,,Alberta Health Services,false,PCL Construction,,,
2379,Supportive Living and Palliative Care Centre,Institutional,Didsbury,,"(51.6641998291016, -114.137001037598)",,$36000000.00,Announced,,,,Isabella Homes,false,,,,On hold.
2384,Shepard Operational Workplace Centre,Infrastructure,Calgary,,"(50.953971862793, -113.95484161377)",,$8300000.00,Announced,,,,City of Calgary,false,Clark Builders,https://farm9.staticflickr.com/8622/16836585271_e744b5e160_b.jpg,"Shepard Operational Workplace Centre, courtesy of the City of Calgary.",Planned construction start March 2015.
2394,Lakeside Leisure Centre Renovations,Tourism / Recreation,Brooks,,"(50.568000793457, -111.894996643066)",,$20600000.00,Announced,2015 - 2016,,,City of Brooks,false,Chandos Construction,,,"Includes demolition of the old Centennial Arena, new multi-purpose field house, addition for Brooks Public Library and additional space for group use."
2397,Creekstone Mountain Lodge,Residential,Canmore,,"(51.0900001525879, -115.339996337891)",,$39000000.00,Under Construction,2014 - 2016,,"[{""url"":""http://www.calgaryherald.com/business/million+condo+project+Canmore/10245839/story.html"",""text"":""Sep 28, 2014 - Calgary Herald""}]",Spring Creek Mountain Village,false,,,,"Four storey, 56-unit condominium."
2401,Red Deer Emergency Services Stations,Infrastructure,Red Deer,,"(52.275218963623, -113.76358795166)",,$15000000.00,Announced,,,,City of Red Deer,false,,,,
2404,Cougar Creek Flood Retention Structure,Infrastructure,Canmore,,"(51.0900001525879, -115.339996337891)",,$40000000.00,Announced,,,"[{""url"":""http://www.rmoutlook.com/article/20141002/RMO0801/310029942/-1/rmo/-40-million-in-creek-mitigation-proposed"",""text"":""Oct 2, 2014 - Rocky Mountain Outlook""}]",Town of Canmore,false,,,,"A 30 m high flood retention structure, designed to stop 650,000 cubic metres of water and sediment."
2405,St. Louis Hotel Structural Upgrades,Commercial / Retail,Calgary,,"(51.0453834533691, -114.054191589355)",,$6300000.00,Announced,,,,Calgary Municipal Land Corp. (CMLC),false,,,,
2407,CFB Cold Lake Improvements,Other Sectors,Cold Lake,,"(54.4025344848633, -110.278137207031)",,$45700000.00,Announced,,,,Public Works and Government Services Canada,false,,,,
2408,CFB Edmonton Health Sciences Centre,Other Sectors,Sturgeon County,,"(53.6780281066895, -113.48397064209)",,$53500000.00,Announced,,,,Public Works and Government Services Canada,false,,,,
2409,Osman Auction Public Auction Facility,Commercial / Retail,Edmonton,,"(53.4999008178711, -113.44312286377)",,$6000000.00,Under Construction,2014 - 2015,,,Osman Auction,false,,,,
2410,Iron / Vanadium Mine and Mill Buildings,Other Sectors,Clear Hills County,,"(56.8499641418457, -118.69994354248)",,$300000000.00,Announced,2018 - 2020,,,Ironstone Resources Ltd.,false,,,,
